id,external_id,title,channel,duration_seconds,stratum_format,stratum_duration,sampling_source,v_tiene_transcripcion,v_fuente_transcripcion,v_transcripcion_auto,v_palabras_por_signo,v_tiene_puntuacion,v_cobertura_transcripcion,v_transcripcion_completa,v_tiene_metadatos,v_tiene_descripcion,v_apto_panel,ritmo_ppm,ritmo_cv,p_tramo_silencioso,palabras_por_frase,preguntas_1000w,mattr_200,p_palabras_contenido,hapax_ratio,long_media_palabra,muletillas_1000w,cifras_100w,anios_1000w,porcentajes_1000w,unidades_1000w,atribucion_1000w,conectores_1000w,matizadores_1000w,absolutos_1000w,ratio_matiz_absoluto,marcadores_estructura_1000w,capitulos_10min,tiene_indice,cta_1000w,patrocinio_1000w,anticipacion_1000w,promocional_1000w,enlaces_total,enlaces_externos,enlaces_fuente,tiene_fuentes_externas,desc_caracteres,desc_timestamps,titulo_palabras_clave,cobertura_titulo,foco_promesa,densidad_tema_100w,n_tags,titulo_p_mayusculas,titulo_exclamaciones,titulo_es_pregunta,titulo_superlativos,titulo_numero_lista,titulo_banderas,et_porcion,et_formato,et_caducidad,et_promesa,et_trazabilidad,et_navegabilidad,et_calidad_dato,et_idioma,et_categoria_yt
93,tZIofzAH6oM,LA IZQUIERDA PERDIÓ LATINOAMÉRICA y la culpa no es de los políticos sino del algoritmo @SoloFonseca,Unknown channel,,informativo,,,1,supadata,1,11.6,1,,0,1,1,0,,,,11.6,6.83,0.6157,0.485,0.71,4.65,7.06,2.0,1.14,1.37,4.1,1.59,8.88,0.68,7.28,0.152,0.46,,0,0.91,0.0,0.0,0.91,9,6,3,1,2316,0,8,0.75,0.001,0.82,22,0.386,0,0,0,0,0,desconocida,actualidad,perenne,declarativa,con_fuentes_verificables,bloque_continuo,transcripcion_parcial,es,News & Politics
12,W_BfDko6IHo,EL DÍA DESPUÉS DE LA HUMILLACIÓN DE BOCA | #ParenLaMano Completo - 29/05 | VORTERIX,Vorterix,6550.0,entretenimiento,largo,,1,youtube_auto,1,9.3,1,1.16,1,1,1,1,173.7,0.188,0.009,9.3,12.08,0.5447,0.454,0.592,4.07,21.46,1.79,1.05,0.11,2.27,0.21,9.49,1.48,8.54,0.219,0.26,0.92,1,0.05,0.0,0.21,0.05,8,2,1,1,2067,10,6,0.5,0.017,0.83,30,0.75,0,0,0,0,1,muy_largo,conversacion_larga,perecedero,declarativa,con_fuentes_verificables,con_indice,transcripcion_automatica,es,Entertainment
16,y1NZ--JmycU,Argentina vs. Iceland | Full Game Highlights | ESPN FC,ESPN FC,1501.0,deporte_gaming,medio,,1,youtube_auto,1,9.9,1,0.86,1,1,1,1,129.3,0.282,0.039,9.9,4.33,0.6384,0.546,0.593,4.33,7.73,1.24,1.85,0.0,0.0,0.0,3.09,3.09,1.55,1.751,0.31,1.2,1,0.0,0.0,0.0,0.0,1,1,0,1,354,3,6,0.833,0.027,1.7,3,0.262,0,0,0,0,0,medio,resumen_evento,perecedero,declarativa,con_enlaces_externos,con_indice,transcripcion_automatica,en,Sports
1,48cfbLUtkog,¿Cuál es el problema matemático MÁS ANTIGUO que sigue sin resolverse?,Derivando,506.0,informativo,corto,,1,youtube_auto,1,,0,1.23,1,1,1,1,184.0,0.174,0.0,,,0.5179,0.423,0.624,4.38,9.02,6.31,2.58,0.0,8.38,0.0,16.11,3.22,11.6,0.307,0.0,8.3,1,0.64,0.0,0.0,0.64,5,0,0,0,710,0,5,0.8,0.026,1.48,0,0.193,0,1,0,0,0,corto,divulgacion,perenne,pregunta,solo_enlaces_propios,con_indice,transcripcion_automatica,es,Education
2,NCeRd-OZyhU,¿QUIÉN ES PAOLO ROCCA? | RADIOGRAFÍAS del PODER con Diego GENOUD,GELATINA,1928.0,entretenimiento,largo,,1,youtube_auto,1,15.0,1,1.14,1,1,1,1,170.4,0.144,0.015,15.0,13.15,0.5804,0.474,0.609,4.43,25.75,2.92,2.74,1.28,3.65,1.46,9.5,0.91,3.47,0.355,0.73,0.0,0,0.0,0.0,0.0,0.0,17,1,0,1,1531,0,6,0.5,0.002,0.69,0,0.804,0,1,0,0,1,largo,sin_clasificar,perenne,pregunta,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Entertainment
7,16nvgKVUa9w,MERNOSKETTI NOS DEBE PLATA Y ES EL DÍA DE LA TIERRA | #ParenLaMano Completo - 22/04 | VORTERIX,Vorterix,6428.0,entretenimiento,largo,,1,youtube_auto,1,8.3,1,1.06,1,1,1,1,159.5,0.212,0.014,8.3,14.1,0.5467,0.466,0.597,4.12,21.3,2.0,0.53,0.23,2.22,0.53,8.6,1.4,7.72,0.231,0.29,1.21,1,0.06,0.0,0.41,0.06,8,2,1,1,2086,13,7,0.571,0.031,0.12,30,0.779,0,0,0,0,1,muy_largo,conversacion_larga,perecedero,declarativa,con_fuentes_verificables,con_indice,transcripcion_automatica,es,Entertainment
8,uM4Obm-zuwg,San Andrés: Los piratas del Caribe colombiano 🇨🇴,PlanetaJuan,1801.0,practico_personal,largo,,1,youtube_auto,1,14.2,1,1.22,1,1,1,1,182.9,0.234,0.033,14.2,6.19,0.5959,0.439,0.684,4.29,11.47,2.04,0.18,0.0,1.82,0.36,11.66,1.82,6.01,0.356,0.91,0.0,0,0.18,0.0,0.18,0.18,8,4,0,1,756,0,4,1.0,0.014,0.93,4,0.105,0,0,0,0,0,largo,sin_clasificar,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,People & Blogs
9,NavK2PCMqwc,OTRO DÍA PERDIDO Y UN VIERNES ESPECIAL | #ParenLaMano Completo - 24/04 | VORTERIX,Vorterix,6365.0,entretenimiento,largo,,1,youtube_auto,1,7.6,1,1.11,1,1,1,1,167.2,0.204,0.014,7.6,17.71,0.5366,0.452,0.583,4.06,23.23,2.12,0.23,0.17,3.83,1.07,8.46,1.64,9.36,0.217,0.11,1.04,1,0.06,0.06,0.11,0.11,8,2,1,1,2068,11,6,0.5,0.701,0.02,30,0.746,0,0,0,0,1,muy_largo,conversacion_larga,perecedero,declarativa,con_fuentes_verificables,con_indice,transcripcion_automatica,es,Entertainment
17,v8XaJQcyh2k,SE VIENE EL DESCONTROL EN ESTADOS UNIDOS | #ParenLaMano Completo - 09/06 | VORTERIX,Vorterix,6394.0,entretenimiento,largo,,1,youtube_auto,1,7.6,1,1.02,1,1,1,1,153.5,0.187,0.005,7.6,12.84,0.5481,0.46,0.6,4.02,21.83,2.67,0.31,0.24,1.77,0.0,7.28,1.65,7.83,0.258,0.55,1.13,1,0.0,0.0,0.67,0.0,9,3,1,1,2392,12,7,0.429,0.009,0.16,30,0.754,0,0,0,0,1,muy_largo,conversacion_larga,perecedero,declarativa,con_fuentes_verificables,con_indice,transcripcion_automatica,es,Entertainment
18,clR2HQ_QKAs,ARMENIA SE ALEJA DE RUSIA y Putin no puede hacer nada - @SoloFonseca,Solo Fonseca,1531.0,informativo,medio,,1,youtube_manual,0,13.9,1,0.81,1,1,1,1,121.2,0.454,0.115,13.9,5.17,0.659,0.52,0.733,4.74,3.88,2.36,4.2,1.94,3.56,0.65,7.76,0.65,2.91,0.337,0.65,0.0,0,0.65,0.0,0.0,0.65,9,6,1,1,2303,0,5,0.6,0.0,2.88,24,0.444,0,0,0,0,0,medio,actualidad,perenne,declarativa,con_fuentes_verificables,bloque_continuo,transcripcion_humana,es,News & Politics
19,SEdI-7bn6io,VENEZUELA se APAGA... y Trump quiere poner un parche - @SoloFonseca,Solo Fonseca,1948.0,informativo,largo,,1,youtube_auto,1,15.5,1,1.24,1,1,1,1,185.7,0.1,0.0,15.5,7.96,0.6186,0.472,0.649,4.66,7.63,2.5,1.82,1.16,5.81,0.33,11.78,1.16,4.48,0.333,0.83,0.0,0,0.83,0.17,0.0,1.0,10,7,4,1,2745,0,7,0.714,0.002,1.41,21,0.327,0,0,0,0,0,largo,actualidad,perenne,declarativa,con_fuentes_verificables,bloque_continuo,transcripcion_automatica,es,News & Politics
20,UVvb4kS8jak,IRÁN DERROTA A TRUMP… sin ganar la guerra - @SoloFonseca,Solo Fonseca,1854.0,informativo,largo,,1,youtube_auto,1,19.2,1,1.29,1,1,1,1,193.5,0.121,0.0,19.2,4.18,0.6126,0.471,0.7,4.51,8.53,3.04,1.51,1.51,5.02,0.5,11.21,1.0,5.02,0.272,0.84,0.0,0,0.67,0.0,0.0,0.67,4,1,0,1,1882,0,6,0.667,0.002,2.48,21,0.432,0,0,0,0,0,largo,actualidad,perecedero,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,News & Politics
68,ElPsiWjchSU,Sudáfrica 0 – 1 Canadá | Resumen Copa Mundial de la FIFA 2026™,@Replay,306.0,deporte_gaming,corto,,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,1,0,0,0,534,0,7,,,,9,0.22,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Sports
69,i8yqCdI8NdQ,EL MAYOR ERROR DE TRUMP: así ha terminado cediendo ante Irán - @SoloFonseca,Solo Fonseca,1373.0,informativo,medio,,1,youtube_auto,1,16.6,1,1.34,1,1,1,1,200.8,0.131,0.0,16.6,5.66,0.617,0.464,0.689,4.45,10.45,1.96,0.44,0.44,3.92,0.44,14.8,1.31,8.05,0.212,0.65,0.0,0,1.09,0.0,0.0,1.09,7,2,0,1,1753,0,7,0.714,0.001,1.85,19,0.367,0,0,0,0,0,medio,actualidad,perecedero,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,News & Politics
59,KgB1af0RLRw,Suiza vs Canadá  (2-1) | Resumen y goles | Highlights Copa Mundial de la FIFA 2026™,DAZN ES,208.0,deporte_gaming,corto,,1,youtube_auto,1,9.9,1,1.07,1,1,1,1,159.8,0.21,0.0,9.9,3.61,0.5981,0.509,0.76,4.34,18.05,1.08,0.0,0.0,3.61,0.0,7.22,0.0,1.81,0.216,1.81,0.0,0,0.0,0.0,1.81,0.0,12,3,0,1,989,0,9,0.333,0.018,1.44,26,0.182,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Sports
84,YU3PbQj4JJc,REBORD Y LA VERDAD SOBRE BLENDER - MOVISTAR ARENA HAGOVERO EL 19 DE OCTUBRE,Tomás Rebord,7781.0,informativo,largo,,1,youtube_auto,1,10.2,1,0.99,1,1,1,1,148.8,0.248,0.027,10.2,12.85,0.5554,0.465,0.585,4.4,31.24,1.84,0.26,0.1,3.21,0.47,11.61,1.04,11.24,0.131,0.57,1.16,1,0.0,0.0,0.83,0.0,1,1,0,1,939,30,7,0.857,0.019,0.67,24,1.0,0,0,1,0,2,muy_largo,conversacion_larga,perenne,declarativa,con_enlaces_externos,con_indice,transcripcion_automatica,es,News & Politics
86,P4tUwyG2KKQ,ANÁLISIS FUTBORDISTICO: ARGENTINA - INGLATERRA | SE VIENE ESPAÑA,Tomás Rebord,3183.0,informativo,largo,,1,youtube_auto,1,8.0,1,0.93,1,1,1,1,139.6,0.261,0.019,8.0,15.66,0.5149,0.48,0.598,4.32,21.87,1.43,0.14,0.54,1.22,0.27,7.16,0.54,6.75,0.143,0.0,0.0,0,0.54,0.14,0.68,0.68,1,1,0,1,348,0,6,0.833,0.027,0.84,28,1.0,0,0,0,0,1,largo,explicativo,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,News & Politics
87,Pw9-k5i7Bz4,Así es la Nueva Ciudad Privada de Elon Musk,HiClavero,1277.0,entretenimiento,medio,,1,youtube_manual,0,14.4,1,1.2,1,1,1,1,179.8,0.23,0.023,14.4,11.24,0.595,0.495,0.586,4.24,0.0,0.18,0.26,0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,0,1,109,0,5,0.4,0.034,0.71,22,0.171,0,0,0,0,0,medio,sin_clasificar,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_humana,es,Entertainment
33,6IPdfw08qDM,"🔴 EN VIVO | LA CASA DEL KUN CON EL POLLO, LAVEZZI, GALLARDO, TEVEZ, FALCAO Y RUGGERI | MUNDIAL 2026",ESPN Fans,5390.0,deporte_gaming,largo,,1,youtube_auto,1,10.4,1,1.09,1,1,1,1,163.5,0.178,0.006,10.4,14.64,0.5245,0.425,0.576,4.03,30.64,1.88,0.61,0.07,2.45,0.0,12.53,1.23,9.4,0.175,0.14,0.0,0,0.0,0.0,0.0,0.0,8,3,0,1,646,0,10,0.7,0.014,0.37,21,1.0,0,0,0,0,1,muy_largo,conversacion_larga,perecedero,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Sports
35,J69zkLXjNVg,Francia vs Senegal  (3-1) | Resumen y goles | Highlights Copa Mundial de la FIFA 2026™,DAZN ES,208.0,deporte_gaming,corto,,1,youtube_auto,1,8.1,1,0.95,1,1,1,1,143.1,0.19,0.0,8.1,2.02,0.6075,0.528,0.829,4.26,12.1,2.22,0.0,0.0,2.02,0.0,6.05,0.0,2.02,0.198,2.02,0.0,0,0.0,0.0,4.03,0.0,12,3,0,1,956,0,9,0.444,0.113,1.81,23,0.172,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Sports
37,kgaS_kikD2E,TRUMP SE RETIRA DE IRÁN pero Israel quiere seguir luchando - @SoloFonseca,Solo Fonseca,1834.0,informativo,largo,,1,youtube_auto,1,17.9,1,1.35,1,1,1,1,202.2,0.167,0.016,17.9,4.05,0.6019,0.472,0.673,4.49,9.71,1.83,0.32,0.65,5.83,1.13,15.86,1.78,6.15,0.343,1.29,0.0,0,0.65,0.0,0.97,0.65,4,1,0,1,1944,0,8,0.75,0.001,2.44,20,0.367,0,0,0,0,0,largo,actualidad,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,News & Politics
36,kdZvQppRYuU,Ghana 1 – 0 Panamá | Resumen Copa Mundial de la FIFA 2026™,@Replay,306.0,deporte_gaming,corto,,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,1,0,0,0,573,0,7,,,,9,0.243,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Sports
40,xydz3tzNrgk,El MUSEO MÁS RARO del MUNDO… y NADIE Cree Lo Que Hay Dentro 😳,Antonio García Villarán,1007.0,informativo,medio,,1,youtube_auto,1,18.0,1,1.07,1,1,1,1,159.9,0.126,0.0,18.0,9.69,0.551,0.458,0.641,4.2,21.99,1.57,1.86,0.0,0.37,0.37,16.4,0.75,4.47,0.252,0.75,0.0,0,1.12,0.0,0.37,1.12,9,4,0,1,940,0,6,0.667,0.007,1.34,27,0.609,0,0,0,0,1,medio,divulgacion,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Education
42,KExzdwvtk9w,Canadá vs Qatar  (6-0) | Resumen y goles | Highlights Copa Mundial de la FIFA 2026™,DAZN Fútbol,210.0,deporte_gaming,corto,,1,youtube_auto,1,10.8,1,0.84,1,1,1,1,126.3,0.263,0.0,10.8,6.79,0.55,0.545,0.824,4.12,13.57,1.13,0.0,0.0,2.26,0.0,6.79,0.0,4.52,0.1,2.26,0.0,0,0.0,0.0,0.0,0.0,4,1,0,1,606,0,9,0.222,0.059,1.36,26,0.182,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Sports
49,3lU656AB_jk,Francia 3 – 0 Irak | Resumen Copa Mundial de la FIFA 2026™,@Replay,306.0,deporte_gaming,corto,,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,1,0,0,0,585,0,7,,,,11,0.243,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Sports
55,pLt4aYKato4,¿PLAGIO o APROPIACIONISMO? ARDEN LAS REDES. Carrie y Ciruelo en polémica en Museo MALBA Argentina,Antonio García Villarán,1355.0,informativo,medio,,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,9,4,0,1,903,0,10,,,,27,0.537,0,1,0,0,1,medio,explicativo,perecedero,pregunta,con_enlaces_externos,bloque_continuo,sin_transcripcion,es,Education
46,a62HpQpVBh8,Internet Estaba A Semanas Del Desastre y Nadie Lo Sabía,Veritasium en español,3090.0,informativo,largo,,1,youtube_auto,1,14.8,1,1.08,1,1,1,1,162.0,0.133,0.0,14.8,3.48,0.63,0.517,0.629,4.81,8.51,2.35,1.32,0.24,2.88,2.52,8.15,3.12,5.51,0.602,0.0,0.0,0,0.24,0.0,0.12,0.24,1,1,0,1,442,0,6,1.0,0.004,0.46,40,0.196,0,0,0,0,0,largo,divulgacion,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Education
47,M8khIr_okrY,Noruega 3 – 2 Senegal | Resumen Copa Mundial de la FIFA 2026™,@Replay,306.0,deporte_gaming,corto,,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,1,0,0,0,561,0,7,,,,10,0.225,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Sports
61,ic2A-IAGMcE,MYKE TOWERS || BZRP Music Sessions #42/66,Bizarrap,394.0,entretenimiento,corto,,1,youtube_manual,0,,0,0.55,1,1,1,1,82.4,1.177,0.571,,,0.58,0.579,0.82,3.54,3.7,0.92,0.0,0.0,1.85,0.0,5.55,0.0,1.85,0.213,0.0,3.05,1,0.0,0.0,0.0,0.0,18,0,0,0,1277,2,5,0.0,,,37,0.593,0,0,0,0,1,corto,sin_clasificar,perecedero,declarativa,solo_enlaces_propios,con_indice,transcripcion_humana,es,Entertainment
52,4g3XABZr4iw,Colombia 1 – 0 RD Congo | Resumen Copa Mundial de la FIFA 2026™,@Replay,306.0,deporte_gaming,corto,,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,1,0,0,0,558,0,7,,,,14,0.268,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Sports
54,V5NIul16bMA,SÁNCHEZ ACORRALADO! El JUEZ ordena que RETIREN el PASAPORTE a su MUJER - @SoloFonseca,Solo Fonseca,1680.0,informativo,medio,,1,youtube_auto,1,17.0,1,1.31,1,1,1,1,196.8,0.13,0.0,17.0,7.08,0.6057,0.477,0.651,4.57,8.17,1.91,1.09,0.36,4.54,2.9,13.25,0.54,5.45,0.175,1.27,0.0,0,0.73,0.0,0.18,0.73,8,5,0,1,2251,0,8,0.625,0.0,1.31,25,0.652,1,0,0,0,2,medio,actualidad,perecedero,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,News & Politics
57,9OEYp0WQ4W8,Chequia 0 – 3 México | Resumen Copa Mundial de la FIFA 2026™,@Replay,306.0,deporte_gaming,corto,,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,1,0,0,0,570,0,7,,,,14,0.231,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Sports
60,M39WIpfvmKs,Marruecos 4 – 2 Haití | Resumen Copa Mundial de la FIFA 2026™,@Replay,306.0,deporte_gaming,corto,,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,1,0,0,0,513,0,7,,,,13,0.225,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Sports
62,6_FmxJVmx2g,Bosnia y Herzegovina 3 – 1 Catar | Resumen Copa Mundial de la FIFA 2026™,@Replay,306.0,deporte_gaming,corto,,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,1,0,0,0,587,0,8,,,,9,0.204,0,0,0,0,0,corto,resumen_evento,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Sports
95,Q9ZGC9Nrh90,Tigre 1 vs. 0 River Plate | #TorneoClausura2026 | Resumen | Fecha 4,AFA Play,741.0,deporte_gaming,medio,,1,youtube_auto,1,6.5,1,0.71,1,1,1,1,106.2,0.351,0.04,6.5,8.38,0.5372,0.571,0.667,4.43,13.72,0.99,0.76,0.0,0.0,0.0,1.52,0.0,1.52,0.248,0.0,36.44,1,0.0,0.0,0.0,0.0,5,1,0,1,2100,45,6,0.333,0.019,2.13,34,0.163,0,0,0,0,0,medio,resumen_evento,perecedero,declarativa,con_enlaces_externos,con_indice,transcripcion_automatica,es,Sports
96,kRadm8kpbnE,EMILIO MOREIRA: “Es muy difícil hablar porque voy a volver loco al país” | EL BUSCADOR,HISPA,4783.0,entretenimiento,largo,,1,youtube_auto,1,13.2,1,1.28,1,1,1,1,191.9,0.159,0.006,13.2,14.71,0.5811,0.431,0.62,4.19,19.09,2.66,1.11,0.07,4.44,0.26,11.37,1.63,8.37,0.24,0.26,0.0,0,0.0,0.0,0.39,0.0,3,0,0,0,741,0,8,0.875,0.004,0.35,25,0.358,0,0,0,0,0,muy_largo,conversacion_larga,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Entertainment
