id,external_id,title,channel,duration_seconds,stratum_format,stratum_duration,sampling_source,v_tiene_transcripcion,v_fuente_transcripcion,v_transcripcion_auto,v_palabras_por_signo,v_tiene_puntuacion,v_cobertura_transcripcion,v_transcripcion_completa,v_tiene_metadatos,v_tiene_descripcion,v_apto_panel,ritmo_ppm,ritmo_cv,p_tramo_silencioso,palabras_por_frase,preguntas_1000w,mattr_200,p_palabras_contenido,hapax_ratio,long_media_palabra,muletillas_1000w,cifras_100w,anios_1000w,porcentajes_1000w,unidades_1000w,atribucion_1000w,conectores_1000w,matizadores_1000w,absolutos_1000w,ratio_matiz_absoluto,marcadores_estructura_1000w,capitulos_10min,tiene_indice,cta_1000w,patrocinio_1000w,anticipacion_1000w,promocional_1000w,enlaces_total,enlaces_externos,enlaces_fuente,tiene_fuentes_externas,desc_caracteres,desc_timestamps,titulo_palabras_clave,cobertura_titulo,foco_promesa,densidad_tema_100w,n_tags,titulo_p_mayusculas,titulo_exclamaciones,titulo_es_pregunta,titulo_superlativos,titulo_numero_lista,titulo_banderas,et_porcion,et_formato,et_caducidad,et_promesa,et_trazabilidad,et_navegabilidad,et_calidad_dato,et_idioma,et_categoria_yt
409,hZ8JXQyY99k,regreso despues de 3 meses xd,Danicat3345juega,390,deporte_gaming,corto,busqueda_semilla,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,0,0,0,0,55,0,3,,,,0,0.0,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,sin_enlaces,bloque_continuo,sin_transcripcion,es,Gaming
411,t7IDj9Q5iec,El juego DE LAS NALGADAS - The Good Time Garden,BaityLive,569,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.37,0,1,1,0,55.0,0.686,0.263,,,0.535,0.479,0.718,4.1,26.82,0.38,0.0,0.0,0.0,0.0,13.41,0.0,5.75,0.08,0.0,0.0,0,0.0,0.0,0.0,0.0,4,1,0,1,299,0,4,0.75,0.013,2.3,6,0.486,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_parcial,es,Gaming
426,njkL8crdHao,👶 ¡Cuando eramos Bebés y Usabamos Pañales!  | Toca Boca Life World,Luna Forever,571,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,1.05,1,1,1,1,156.9,0.243,0.05,,,0.6035,0.478,0.751,4.19,7.37,1.27,0.0,0.0,1.34,0.0,3.35,2.68,8.04,0.372,0.0,0.0,0,0.67,0.0,0.0,0.67,7,0,0,0,735,0,8,0.5,0.01,1.27,23,0.16,2,0,0,0,1,corto,sin_clasificar,perenne,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Gaming
399,WyyFij-8CT8,Godzilla vs T Rex con el desafío Elige la respuesta correcta   ¿Quién es el ganador,Yah Dino Español,248,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.2,0,1,1,0,29.5,0.512,0.222,,,0.6721,0.508,0.868,4.43,8.2,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,615,0,6,0.167,0.631,1.64,20,0.076,0,1,0,0,0,corto,sin_clasificar,perecedero,pregunta,sin_enlaces,bloque_continuo,transcripcion_parcial,es,Gaming
407,Ky91BAnidn4,"REGALANDO 💎5,000💎A GENTE RANDOM EN ESCUADRAS DEL MUNDO EN FREE FIRE 🤣",WATZAP,514,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,234.6,0,0.91,1,1,1,1,136.9,0.438,0.056,,,0.5825,0.434,0.769,4.02,12.79,3.5,0.0,0.85,1.71,0.85,11.08,2.56,5.97,0.473,1.71,0.0,0,1.71,0.0,0.0,1.71,4,1,0,1,317,0,7,1.0,0.024,1.11,15,1.0,0,0,0,0,1,corto,sin_clasificar,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Gaming
414,QmPSa7kXuD0,☘️ COMO Conseguir CUALQUIER POKEMON EVOLUTIVO por INTERCAMBIO en POKEMON DIAMANTE BRILLANTE [FÁCIL],◓AshKetchupYT◓ ,278,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,1.02,1,1,1,1,153.7,0.357,0.1,,,0.5423,0.465,0.702,4.43,14.04,2.81,0.0,0.0,0.0,1.4,25.28,0.0,7.02,0.066,1.4,0.0,0,1.4,0.0,0.0,1.4,6,0,0,0,4452,0,9,0.875,0.046,3.23,16,0.843,0,0,0,0,1,corto,sin_clasificar,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Gaming
402,1b_Wmb9G8qc,poner cualquier vídeo de tiktok a tono de llamada,Sebastian Nossa Delgado,207,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.88,1,1,0,1,132.2,0.154,0.0,,,0.5092,0.434,0.717,4.47,24.12,1.1,0.0,0.0,0.0,0.0,2.19,0.0,6.58,0.071,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0.667,0.024,4.61,0,0.0,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,sin_enlaces,bloque_continuo,transcripcion_automatica,es,Gaming
404,B1be19Z3HAI,GENTE ENOJADA EN WARZONE #4 !,Draagster,168,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.11,0,1,1,0,16.4,0.132,0.0,,,0.7609,0.435,0.824,3.72,43.48,2.17,0.0,0.0,0.0,0.0,21.74,0.0,21.74,0.022,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,389,0,3,0.0,,,0,1.0,1,0,0,0,2,corto,sin_clasificar,perenne,declarativa,sin_enlaces,bloque_continuo,transcripcion_parcial,es,Gaming
413,5gMXdOfKyLY,Lucia inundó el coche xd,BENIJU,135,deporte_gaming,corto,chart_canal,1,youtube_auto,1,9.2,1,1.23,1,1,0,1,184.0,0.277,0.0,9.2,24.15,0.572,0.49,0.758,3.86,45.89,0.72,0.0,0.0,0.0,0.0,14.49,2.42,12.08,0.232,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0.667,0.0,2.17,0,0.05,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,sin_enlaces,bloque_continuo,transcripcion_automatica,es,Gaming
417,ns_rZ0JSPsE,¿Cuál fue el momento más duro de la vida de Faustino Asprilla? Tremenda confesión,Gol Caracol,576,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,16.6,1,1.16,1,1,1,1,174.7,0.262,0.05,16.6,7.75,0.5617,0.421,0.693,3.94,6.56,2.39,0.0,0.0,5.37,0.0,8.35,0.6,12.52,0.084,0.0,8.33,1,0.0,0.0,0.0,0.0,5,0,0,0,1973,15,7,0.286,0.254,0.42,18,0.061,0,1,0,0,0,corto,conversacion_larga,perecedero,pregunta,solo_enlaces_propios,con_indice,transcripcion_automatica,es,Sports
504,9HNFkdms72M,senna quedo como que  WHAT??,Frankystar,302,deporte_gaming,corto,busqueda_semilla,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,1,0,0,0,401,0,2,,,,0,0.19,0,1,0,0,0,corto,sin_clasificar,perenne,pregunta,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Gaming
505,8QtGULun1XY,"LOS MAZOS RAMPA!!! / TRUCOS, TIPS, CONSEJOS Y MUCHO MÁS!!! Pvz Héroes/ ZackNa",ZackNa,541,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,1649.0,0,1.22,1,1,1,1,182.9,0.268,0.053,,,0.5912,0.473,0.706,4.53,16.98,2.43,0.0,0.0,1.21,0.0,20.62,1.82,3.64,0.56,1.82,12.2,1,1.21,0.0,0.0,1.21,3,0,0,0,2128,12,7,0.571,0.007,1.46,12,0.8,6,0,0,0,2,corto,sin_clasificar,perecedero,declarativa,solo_enlaces_propios,con_indice,transcripcion_automatica,es,Gaming
503,vPOat-AZXfk,Desbloquea el Viaje Rapido Permanente ! en Forza Horizon 5 ! GUIA RAPIDA,Doughty Studios,172,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,1.06,1,1,1,1,158.4,0.236,0.0,,,0.5367,0.432,0.8,4.35,8.81,1.32,0.0,0.0,2.2,0.0,0.0,0.0,4.41,0.102,0.0,0.0,0,6.61,0.0,0.0,6.61,21,0,0,0,1595,0,8,0.75,0.051,4.63,18,0.281,2,0,0,0,1,corto,sin_clasificar,perenne,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Gaming
410,9Z5byent42I,Mientras duermes - Virlan García Tutorial requinto,Miguel Pineda,266,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.48,1,1,1,1,71.3,0.194,0.0,,,0.45,0.408,0.644,3.94,6.33,16.46,0.0,0.0,0.0,0.0,3.16,6.33,0.0,13.66,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0,0,0,146,0,6,0.333,0.905,0.95,0,0.093,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Gaming
419,K2_ut8VNqV0,Como preparar un hand roll #chile #sushi #cocina #peru #parati,samir oficial,289,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.65,1,1,1,1,97.0,0.136,0.0,,,0.4992,0.546,0.679,4.63,27.84,2.36,0.0,0.0,0.0,0.0,2.14,0.0,8.57,0.055,0.0,0.0,0,2.14,0.0,0.0,2.14,0,0,0,0,13,0,8,0.5,0.006,4.5,0,0.021,0,0,0,0,0,corto,instructivo,perenne,imperativa,sin_enlaces,bloque_continuo,transcripcion_automatica,es,Gaming
396,DvZhMwhzMc0,CONSIGUE en AVAKIN LIFE cualquier ropa o accesorio GRATIS! con la OPCIÓN de CONSTRUIR,Captain Skeleton ,165,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.92,1,1,0,1,138.5,0.243,0.0,,,0.5225,0.43,0.716,4.18,18.37,2.36,0.0,0.0,7.87,0.0,7.87,0.0,7.87,0.06,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0.556,0.031,1.84,0,0.549,1,0,0,0,2,corto,sin_clasificar,perenne,declarativa,sin_enlaces,bloque_continuo,transcripcion_automatica,es,Gaming
394,BiwEGb7pj6k,✨Cómo Conseguir Literalmente CUALQUIER POKÉMON en 2 MINUTOS [Legal] Pokémon DB/PR,Team Eevee,172,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,1.05,1,1,1,1,157.3,0.247,0.0,,,0.6083,0.517,0.782,4.46,26.61,1.33,0.0,0.0,2.22,0.0,6.65,0.0,2.22,0.184,2.22,17.44,1,2.22,0.0,2.22,2.22,13,1,0,1,1558,0,7,0.667,0.024,3.99,22,0.485,0,0,0,0,0,corto,sin_clasificar,perecedero,declarativa,con_enlaces_externos,con_indice,transcripcion_automatica,es,Gaming
405,fu9LhQgWwUQ,Cómo se llamará? #zuzuunboxing #unboxing #bebe #karlyfuun #juguetes #shortvideo #roblox,Karly Fuun,180,deporte_gaming,corto,chart_canal,1,youtube_auto,1,5.6,1,0.84,1,1,0,1,126.7,0.176,0.0,5.6,7.89,0.4938,0.455,0.667,3.62,13.16,0.53,0.0,0.0,2.63,0.0,0.0,0.0,2.63,0.16,5.26,0.0,0,2.63,0.0,2.63,2.63,0,0,0,0,0,0,8,0.125,0.103,1.84,0,0.014,0,1,0,0,0,corto,instructivo,perenne,pregunta,sin_enlaces,bloque_continuo,transcripcion_automatica,es,Gaming
406,WOnMLaQI8hM,que acabo de pasar in this game,Frankystar,302,deporte_gaming,corto,busqueda_semilla,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,0,0,0,0,26,0,3,,,,0,0.0,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,sin_enlaces,bloque_continuo,sin_transcripcion,es,Gaming
400,4CIXE4qPm0c,💥DAVO OPINA DEL FICHAJE DE RODRI POR EL BARCELONA Y EL PAPEL DEL REAL MADRID #shorts #futbol,El Balón de Icaro ,152,deporte_gaming,corto,chart_canal,1,youtube_auto,1,20.6,1,1.41,1,1,0,1,211.6,0.417,0.167,20.6,3.73,0.5221,0.453,0.755,4.25,1.87,1.49,0.0,0.0,1.87,0.0,9.33,0.0,20.52,0.024,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0.4,0.004,2.99,0,0.836,0,0,0,0,1,corto,sin_clasificar,perenne,declarativa,sin_enlaces,bloque_continuo,transcripcion_automatica,es,Sports
398,ViW-dnzoPWk,🛏 VAMOS A LA GUERRA DE CAMAS EN EQUIPOS !!! Bed Wars || ROBLOX,Team Oxkr,529,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,1054.0,0,0.8,1,1,1,1,119.5,0.314,0.0,,,0.5283,0.461,0.709,4.21,15.18,3.8,10.44,0.0,0.0,0.0,6.64,1.9,2.85,0.716,1.9,0.0,0,0.95,0.0,0.0,0.95,5,0,0,0,463,0,5,0.2,0.014,0.09,8,0.884,3,0,0,0,2,corto,sin_clasificar,perenne,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Gaming
401,rCdYB54gX0c,¿BARCELONA rompe el mercado de pases por estos FICHAJES galacticos? 😱| Ultimas Noticias del #Futbol,LasCronicasDeJoaqo,128,deporte_gaming,corto,chart_canal,1,youtube_auto,1,38.2,1,1.43,1,1,0,1,214.7,0.379,0.2,38.2,6.55,0.6233,0.493,0.891,4.62,2.18,6.33,0.0,0.0,21.83,0.0,4.37,0.0,2.18,0.187,0.0,0.0,0,0.0,0.0,2.18,0.0,0,0,0,0,0,0,9,0.556,0.002,2.18,0,0.25,0,1,0,0,0,corto,sin_clasificar,perecedero,pregunta,sin_enlaces,bloque_continuo,transcripcion_automatica,es,Sports
403,oWvbO1s0T2I,Pura Gente de la Patrona 🤣 - LaFronteraRPV2 | Lenteja en GTA Roleplay,Saint Lenteja,331,deporte_gaming,corto,busqueda_semilla,0,ninguna,0,,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,2,0,0,0,193,0,6,,,,0,0.245,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,solo_enlaces_propios,bloque_continuo,sin_transcripcion,es,Gaming
395,JQovOX82D-M,😱😱DUAL CARBON TODAVIA NO ABANDONARÁ AL UNIVERSAL TRUCK SIMULATOR😱😱//,JN Games ,333,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.75,1,1,1,1,111.9,0.39,0.083,,,0.6267,0.477,0.765,5.05,9.66,1.13,0.0,0.0,0.0,1.61,3.22,3.22,12.88,0.278,0.0,0.0,0,1.61,0.0,0.0,1.61,5,3,0,1,1534,0,7,0.571,0.043,1.77,13,1.0,0,0,0,0,1,corto,sin_clasificar,perecedero,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Gaming
397,C8k4XH6DVmY,🌊 ¡La FAMILIA AJOLOTE y su VIDA BAJO EL AGUA! Hospital SUBMARINO en Avatar World,LiliCat,517,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,7.2,1,1.0,1,1,1,1,150.3,0.226,0.056,7.2,13.9,0.612,0.516,0.724,4.33,9.27,1.08,0.0,0.0,0.0,0.0,3.86,2.32,8.49,0.314,0.0,0.0,0,6.95,0.0,2.32,6.95,4,1,0,1,1366,0,9,1.0,0.006,2.47,18,0.651,2,0,0,0,2,corto,sin_clasificar,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Gaming
408,QqbR4HykMlU,Más allá del juego- Reyes| PUBG MOBILE,PUBG MOBILE LATAM,280,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.48,1,1,1,1,71.8,0.415,0.1,,,0.6317,0.501,0.887,4.27,5.97,1.79,0.0,0.0,2.99,2.99,11.94,0.0,29.85,0.016,0.0,0.0,0,0.0,0.0,0.0,0.0,7,0,0,0,546,0,4,0.5,0.018,1.19,6,0.4,0,0,0,0,0,corto,lista_ranking,perecedero,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Gaming
412,dBU0Oui6sd0,Aunque no lo parezca Aqua y Shion son tal para cual [Hololive Sub Español],HoloClips con olor a tacos,273,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,8.7,1,0.97,1,1,1,1,145.9,0.477,0.1,8.7,12.05,0.616,0.489,0.827,4.42,13.55,1.96,0.0,0.0,1.51,0.0,9.04,3.01,12.05,0.28,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0,0,0,955,0,6,0.0,,,4,0.102,0,0,0,0,0,corto,directo,perenne,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Gaming
418,MpSZuX21eYE,La RESPUESTA de ROSSI al OFRECIMIENTO de RENOVACIÓN de BOCA,Reporte Fútbol,403,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.98,1,1,1,1,147.1,0.21,0.071,,,0.5991,0.483,0.724,4.52,10.12,2.94,1.01,0.0,4.05,0.0,15.18,1.01,0.0,3.02,1.01,0.0,0,1.01,0.0,0.0,1.01,5,1,0,1,421,0,5,0.6,0.019,2.94,23,0.82,0,0,0,0,1,corto,sin_clasificar,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Sports
416,-ucNY6gTHZc,Cómo abrir esta puerta del Desierto de Sumeru (Santuario de Jmun) . Genshin Impact 3.1 Desierto,Sagi,407,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,10.9,1,0.97,1,1,1,1,144.9,0.33,0.071,10.9,21.36,0.5103,0.437,0.638,4.35,22.38,1.42,0.0,0.0,0.0,0.0,6.1,2.03,6.1,0.383,0.0,0.0,0,0.0,0.0,0.0,0.0,4,1,0,1,1202,0,9,0.5,0.014,1.63,25,0.108,0,0,0,0,0,corto,instructivo,perenne,imperativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Gaming
415,jqaZJsKzrDc,🗓️ ¿Cuántos DÍAS entrenar a la SEMANA para ganar MASA MUSCULAR? | FRECUENCIA,Profesor Matias Rodriguez,411,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,1.19,1,1,1,1,178.4,0.145,0.0,,,0.5481,0.45,0.615,4.48,25.37,2.62,0.0,0.0,0.82,0.82,16.37,0.82,1.64,0.617,4.09,0.0,0,0.0,0.0,0.0,0.0,2,2,0,1,592,0,8,0.625,0.014,2.21,22,0.559,0,1,0,0,1,corto,sin_clasificar,perenne,pregunta,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Sports
425,RbUQ1cCJXBg,Como jugar GTA 5 online con amigos de Xbox one y pc Fácil y Rápido,TashitoRD,302,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,1.09,1,1,1,1,163.1,0.35,0.091,,,0.5988,0.46,0.756,4.42,14.62,1.71,0.0,0.0,0.0,0.0,3.65,0.0,8.53,0.055,3.65,0.0,0,1.22,0.0,0.0,1.22,2,1,0,1,498,0,6,0.5,0.005,4.51,15,0.137,0,0,0,0,0,corto,instructivo,perecedero,imperativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Gaming
422,DaMKJcwZMvU,Pokémon Champions...,Joseju,123,deporte_gaming,corto,chart_canal,1,youtube_auto,1,12.0,1,1.29,1,1,0,1,193.2,0.458,0.2,12.0,7.58,0.6488,0.462,0.861,4.38,12.63,1.01,0.0,0.0,2.53,0.0,12.63,5.05,7.58,0.687,5.05,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,1.0,0.025,1.52,0,0.125,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,sin_enlaces,bloque_continuo,transcripcion_automatica,es,Gaming
423,6387_kgAZBQ,La Historia De Inosuke | Kimetsu No Yaiba,Gamerpedia,509,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,1.03,1,1,1,1,153.8,0.246,0.059,,,0.6109,0.461,0.78,4.23,5.36,1.76,0.0,0.0,0.77,0.0,10.73,4.6,9.2,0.526,0.77,0.0,0,0.77,0.0,0.0,0.77,2,0,0,0,437,0,4,0.25,0.011,0.23,8,0.212,0,0,0,0,0,corto,explicativo,perenne,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Gaming
424,aucQ5WMkwwE,La casa del perro Silent Hill 1 Guía Español Latino #2,Retro Gaming Snow,443,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,0.36,0,1,1,0,53.4,1.116,0.467,,,0.5938,0.477,0.834,4.35,17.77,3.55,0.0,0.0,2.54,0.0,12.69,0.0,7.61,0.062,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,492,0,7,0.714,0.046,2.79,23,0.146,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,sin_enlaces,bloque_continuo,transcripcion_parcial,es,Gaming
421,3pHJ8iB0s8U,La  sorprendente conducción de Max Verstappen cuando era joven,Driver61 en Español,532,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,1.11,1,1,1,1,165.9,0.205,0.0,,,0.6356,0.492,0.741,4.47,8.84,2.65,1.36,0.0,4.76,0.0,8.16,0.68,10.88,0.104,0.68,0.0,0,0.0,0.0,0.0,0.0,3,0,0,0,1120,0,4,0.5,0.014,0.34,0,0.057,0,0,0,0,0,corto,sin_clasificar,perenne,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Sports
420,8hNvOrPnuz4,NO Sabes jugar a FORTNITE. (Si no sabes esto),Gorjue,513,deporte_gaming,corto,busqueda_semilla,1,youtube_auto,1,,0,1.56,1,1,1,1,233.8,0.25,0.056,,,0.5842,0.459,0.691,4.21,5.5,3.2,0.0,0.0,0.5,0.0,11.01,0.5,9.5,0.1,1.5,0.0,0,0.0,0.5,0.0,0.5,5,0,0,0,266,0,4,1.0,0.008,1.1,7,0.353,0,0,0,0,0,corto,resumen_evento,perecedero,imperativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Gaming
488,y6cQVnkiA6A,Esta TORRE ASMR ESCONDE un SECRETO OSCURO en Roblox con el TEAM,Chocoblox,3290,deporte_gaming,largo,chart_canal,1,youtube_auto,1,5.2,1,0.96,1,1,1,1,144.5,0.148,0.0,5.2,27.51,0.4997,0.447,0.563,3.82,30.04,0.9,0.0,0.0,0.0,0.0,8.71,0.5,7.45,0.126,0.5,0.0,0,0.0,0.0,1.39,0.0,16,7,0,1,1455,0,7,0.857,0.006,1.01,0,0.673,0,0,0,0,1,largo,sin_clasificar,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Gaming
481,yI61OfzymIc,Jugando cualquier wea,Ripvicho,5278,deporte_gaming,largo,busqueda_semilla,1,youtube_auto,1,,0,0.16,0,1,1,0,23.4,0.541,0.097,,,0.6261,0.44,0.794,3.87,24.78,2.58,0.0,0.0,0.49,0.49,5.83,0.0,7.77,0.06,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,139,0,2,0.0,,,5,0.053,0,0,0,0,0,muy_largo,directo,perenne,declarativa,sin_enlaces,bloque_continuo,transcripcion_parcial,es,Gaming
476,YxyxBUr9jeQ,¿DESTRUIRÁN nuestra base? JAMÁS con estas Defensas! ARK Survival Evolved,Akantor_Play 13,4430,deporte_gaming,largo,chart_canal,1,youtube_auto,1,7.1,1,1.12,1,1,1,1,168.1,0.298,0.054,7.1,17.97,0.5685,0.451,0.615,3.9,24.81,2.51,0.24,0.64,2.42,0.08,7.17,0.73,8.06,0.144,0.24,0.0,0,0.08,0.0,0.24,0.08,7,2,0,1,837,0,6,0.333,0.008,0.26,11,0.35,1,1,0,0,1,muy_largo,sin_clasificar,perenne,pregunta,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Gaming
483,QSGNV3Ndpmk,¿PUEDE DARSE LA SORPRESA? ¿MADRID O BARÇA? | RENOVACIÓN VINICIUS,SiroLopez56,5338,deporte_gaming,largo,chart_canal,1,youtube_auto,1,22.3,1,1.23,1,1,1,1,183.9,0.154,0.0,22.3,7.33,0.511,0.414,0.544,3.97,30.25,2.33,0.37,0.37,5.32,0.37,18.52,1.71,4.71,0.424,0.67,0.0,0,0.0,0.0,0.31,0.0,6,0,0,0,924,0,6,0.667,0.002,1.87,0,1.0,0,1,0,0,1,muy_largo,sin_clasificar,perenne,pregunta,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Sports
489,a9pq9CQHe-k,LO MEJOR DE LA SEMANA EN A PRESIÓN,A PRESIÓN,3802,deporte_gaming,largo,busqueda_semilla,1,youtube_auto,1,7856.0,0,0.83,1,1,1,1,124.0,0.348,0.047,,,0.5863,0.491,0.637,4.06,15.15,1.67,0.25,0.0,2.04,0.13,9.16,0.76,8.27,0.144,0.64,0.0,0,0.64,0.0,0.13,0.64,0,0,0,0,308,0,3,1.0,0.009,0.28,12,1.0,0,0,0,0,1,muy_largo,resumen_evento,perenne,declarativa,sin_enlaces,bloque_continuo,transcripcion_automatica,es,Sports
466,Q0bJCfJShT4,RETO PONTE EN FORMA EN 7 DIAS | DÍA 1 PIERNAS COMPLETAS | TONIFICAR PIERNAS EN CASA | NatyglossGym,NatyGloss Gym,2952,deporte_gaming,largo,busqueda_semilla,1,youtube_auto,1,,0,0.54,1,1,1,1,81.1,0.387,0.051,,,0.4951,0.45,0.492,4.54,5.51,5.76,0.0,0.0,10.78,0.0,4.26,0.25,2.51,0.249,0.25,0.0,0,0.25,0.0,0.0,0.25,3,0,0,0,782,0,10,0.556,0.003,0.73,21,0.867,0,0,0,0,1,largo,sin_clasificar,perenne,declarativa,solo_enlaces_propios,bloque_continuo,transcripcion_automatica,es,Sports
482,VunWMWfFlWc,ME HACKEAN EL ORDENADOR,Iker Unzu,2266,deporte_gaming,largo,chart_canal,1,youtube_auto,1,5.8,1,1.07,1,1,1,1,160.5,0.24,0.0,5.8,28.37,0.5312,0.471,0.564,3.9,18.15,1.11,0.0,0.16,0.16,0.66,9.07,1.48,6.27,0.292,0.49,0.0,0,0.0,0.0,0.49,0.0,10,2,0,1,864,0,2,0.5,0.01,0.36,13,1.0,0,0,0,0,1,largo,sin_clasificar,perenne,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Gaming
460,gNNWwVINWzw,MICKEY MOUSE DA MAS MIEDO QUE NUNCA | OBLITUS CASA (COMPLETO Y FINAL) Gameplay Español,Cade,3465,deporte_gaming,largo,busqueda_semilla,1,youtube_auto,1,,0,0.57,1,1,1,1,85.2,0.593,0.129,,,0.5345,0.435,0.627,3.98,12.59,1.34,0.0,0.0,0.2,0.2,11.98,2.64,7.52,0.392,0.41,0.0,0,0.2,0.0,0.2,0.2,7,4,0,1,609,0,10,0.7,0.004,0.91,14,0.812,0,0,0,0,1,largo,sin_clasificar,perecedero,declarativa,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Gaming
480,QmVf_CSYgek,7 PRISIONES EXTREMAS que NUNCA te DEJARÁN ESCAPAR,YOLO AVENTURAS,3784,deporte_gaming,largo,busqueda_semilla,1,youtube_auto,1,,0,0.86,1,1,1,1,128.3,0.292,0.016,,,0.6094,0.479,0.649,4.13,11.49,2.56,0.0,0.0,2.84,0.12,6.8,0.37,4.82,0.164,0.37,0.0,0,0.25,0.0,0.25,0.25,21,2,0,1,2156,0,5,0.8,0.001,0.23,28,0.878,0,0,0,1,1,muy_largo,lista_ranking,perenne,lista,con_enlaces_externos,bloque_continuo,transcripcion_automatica,es,Sports
